word,synonym
compulsory,required
dandified,dandyish
dandified,foppish
deluxe,de_luxe
deluxe,luxe
high-class,high-toned
exquisite,recherche
neat,refined
neat,tasteful
soigne,soignee
gauche,graceless
gauche,unpolished
desirable,suitable
desirable,worthy
undesirable,unsuitable
unentitled,unqualified
affectional,affective
affectional,emotive
bathetic,drippy
bathetic,hokey
bathetic,maudlin
bathetic,mawkish
bathetic,kitschy
bathetic,mushy
bathetic,schmaltzy
bathetic,schmalzy
bathetic,sentimental
bathetic,soppy
bathetic,soupy
bathetic,slushy
cathartic,releasing
charged,supercharged
funky,low-down
lyric,lyrical
moody,temperamental
overemotional,sloppy
impassive,stolid
philosophical,philosophic
phlegmatic,phlegmatical
stoic,stoical
empirical,empiric
confirmable,verifiable
confirmable,falsifiable
experiential,existential
experimental,data-based
experimental,observational
theoretical,theoretic
conjectural,divinatory
conjectural,hypothetical
conjectural,hypothetic
conjectural,supposed
conjectural,suppositional
conjectural,suppositious
conjectural,supposititious
notional,speculative
freelance,free-lance
freelance,self-employed
working,on_the_job
discharged,dismissed
discharged,fired
discharged,laid-off
discharged,pink-slipped
idle,jobless
idle,out_of_work
beguiled,captivated
beguiled,charmed
beguiled,delighted
beguiled,enthralled
beguiled,entranced
bewitched,ensorcelled
fascinated,hypnotized
fascinated,hypnotised
fascinated,mesmerized
fascinated,mesmerised
fascinated,spellbound
fascinated,spell-bound
fascinated,transfixed
disabused,undeceived
exhortative,exhortatory
exhortative,hortative
exhortative,hortatory
heartening,inspiriting
daunting,intimidating
demoralizing,demoralising
demoralizing,disheartening
demoralizing,dispiriting
burdened,heavy-laden
burdened,loaded_down
involved,mired
burdenless,unburdened
clear,unmortgaged
bowed_down,loaded_down
bowed_down,overburdened
bowed_down,weighed_down
laden,oppressed
endogamous,endogamic
exogamous,exogamic
autogamous,autogamic
self-fertilized,self-fertilised
self-fertilized,self-pollinated
endogamous,endogamic
exogamous,exogamic
endoergic,energy-absorbing
exoergic,energy-releasing
endothermic,endothermal
endothermic,heat-absorbing
exothermic,exothermal
exothermic,heat-releasing
endogenous,endogenic
exogenous,exogenic
alert,brisk
alert,lively
alert,merry
alert,rattling
alert,snappy
alert,spanking
alert,zippy
indefatigable,tireless
indefatigable,unflagging
indefatigable,unwearying
lethargic,unenrgetic
dazed,foggy
dazed,groggy
dazed,logy
dazed,stuporous
dreamy,lackadaisical
dreamy,languid
dreamy,languorous
disenfranchised,disfranchised
disenfranchised,voiceless
disenfranchised,voteless
exploratory,explorative
nonexploratory,nonexplorative
nonexploratory,unexploratory
nonexploratory,unexplorative
fact-finding,investigative
fact-finding,investigatory
inquisitory,probing
inquisitory,searching
uninquiring,uninquisitive
accrued,accumulated
hyperbolic,inflated
exaggerated,magnified
exaggerated,enlarged
raised,elevated
decreased,reduced
attenuate,attenuated
attenuate,faded
attenuate,weakened
belittled,diminished
belittled,small
cut,slashed
shriveled,shrivelled
shriveled,shrunken
benighted,dark
energetic,gumptious
energetic,industrious
energetic,up-and-coming
unenterprising,nonenterprising
slowgoing,unenergetic
ardent,warm
avid,zealous
crazy,wild
crazy,dotty
crazy,gaga
evangelical,evangelistic
halfhearted,half-hearted
halfhearted,tepid
halfhearted,lukewarm
desirous,wishful
athirst,hungry
athirst,thirsty
avid,devouring
avid,esurient
avid,greedy
covetous,envious
covetous,jealous
undesirous,undesiring
entozoic,entozoan
entozoic,endozoic
equivalent,tantamount
close,tight
even,fifty-fifty
isochronal,isochronous
isoclinal,isoclinic
isometric,isometrical
tied,even
tied,level
anisometric,unsymmetrical
mismatched,uneven
unequalized,unequalised
counterbalanced,counterpoised
harmonious,proportionate
harmonious,symmetrical
unbalanced,imbalanced
isotonic,isosmotic
equivocal,ambiguous
double,forked
unequivocal,univocal
unequivocal,unambiguous
effaceable,erasable
exterminable,extirpable
obliterable,removable
indelible,unerasable
inexpungible,inexpungeable
inexterminable,inextirpable
abstruse,deep
abstruse,recondite
cabalistic,kabbalistic
cabalistic,qabalistic
cabalistic,cryptic
cabalistic,cryptical
cabalistic,sibylline
mysterious,mystic
mysterious,mystical
mysterious,occult
mysterious,secret
mysterious,orphic
basal,primary
constituent,constitutional
constituent,constitutive
constituent,organic
substantial,substantive
vital,life-sustaining
inessential,unessential
incidental,nonessential
critical,vital
abject,low
abject,low-down
abject,miserable
abject,scummy
abject,scurvy
bastardly,mean
pathetic,pitiable
pathetic,pitiful
encomiastic,eulogistic
encomiastic,panegyric
encomiastic,panegyrical
laudatory,praiseful
laudatory,praising
belittling,deprecating
belittling,deprecative
belittling,deprecatory
belittling,depreciative
belittling,depreciatory
belittling,slighting
derogative,derogatory
derogative,disparaging
dyslogistic,dislogistic
dyslogistic,pejorative
supercilious,sneering
supercilious,snide
ingratiating,insinuating
ingratiating,ingratiatory
unflattering,uncomplimentary
euphemistic,inoffensive
dysphemistic,offensive
dysphoric,distressed
dysphoric,unhappy
flat,level
flat,plane
flatbottom,flatbottomed
true,straight
crinkled,crinkly
crinkled,rippled
crinkled,wavy
crinkled,wavelike
curly-grained,cross-grained
curly-grained,wavy-grained
jagged,jaggy
jagged,scraggy
out_of_true,untrue
odd,uneven
coniferous,cone-bearing
semi-evergreen,half-evergreen
broadleaf,broad-leafed
broadleaf,broad-leaved
direct,verbatim
rigorous,strict
approximate,approximative
approximate,rough
free,loose
free,liberal
convertible,exchangeable
cashable,redeemable
inconvertible,unconvertible
inconvertible,unexchangeable
commutable,substitutable
transposable,permutable
quick,warm
skittish,flighty
skittish,spooky
skittish,nervous
aflutter,nervous
intoxicated,drunk
stimulated,stirred
stimulated,stirred_up
stimulated,aroused
teased,titillated
breathless,breathtaking
elating,exhilarating
electric,galvanic
electric,galvanizing
electric,galvanising
electrifying,thrilling
glamorous,glamourous
heady,intoxicating
tickling,tingling
tickling,titillating
commonplace,humdrum
commonplace,prosaic
commonplace,unglamorous
commonplace,unglamourous
absolvitory,exonerative
absolvitory,forgiving
justificative,justificatory
justificative,vindicatory
inculpatory,inculpative
accusative,accusatory
accusative,accusing
accusative,accusive
comminatory,denunciative
comminatory,denunciatory
condemnatory,condemning
criminative,criminatory
criminative,incriminating
criminative,incriminatory
damnatory,damning
recriminative,recriminatory
exhausted,spent
leftover,left_over
leftover,left
leftover,odd
leftover,remaining
leftover,unexpended
unspent,unexpended
existent,existing
active,alive
lacking,absent
lacking,missing
lacking,wanting
barren,destitute
barren,devoid
barren,free
barren,innocent
surviving,living
extinct,nonextant
anticipated,awaited
anticipated,hoped-for
unannounced,unheralded
unannounced,unpredicted
unanticipated,unforeseen
unanticipated,unlooked-for
unanticipated,out_of_the_blue
unhoped,unhoped-for
unhoped,unthought
unhoped,unthought-of
opportunist,opportunistic
opportunist,timeserving
carpetbag,carpetbagging
big-ticket,high-ticket
costly,dear
costly,high-priced
costly,pricey
costly,pricy
dearly-won,costly
cheap,inexpensive
bargain-priced,cut-rate
bargain-priced,cut-price
low-cost,low-priced
low-cost,affordable
sixpenny,threepenny
sixpenny,twopenny
sixpenny,tuppeny
sixpenny,two-a-penny
sixpenny,twopenny-halfpenny
experienced,experient
full-fledged,fully_fledged
intimate,knowledgeable
intimate,versed
old,older
practiced,practised
seasoned,veteran
inexperienced,inexperient
fledgling,unfledged
fledgling,callow
raw,new
uninitiate,uninitiated
uninitiate,naive
unpracticed,unpractised
unpracticed,unversed
unseasoned,untested
unseasoned,untried
unseasoned,young
explainable,interpretable
inexplicable,incomprehensible
cryptic,cryptical
cryptic,deep
cryptic,inscrutable
cryptic,mysterious
cryptic,mystifying
paradoxical,self-contradictory
unaccountable,unexplainable
explicit,expressed
declared,stated
definitive,unequivocal
hard-core,hardcore
implicit,inexplicit
implicit_in,inherent
implicit_in,underlying
silent,tacit
silent,understood
unexpressed,unsaid
unexpressed,unstated
unexpressed,unuttered
unexpressed,unverbalized
unexpressed,unverbalised
unexpressed,unvoiced
unexpressed,unspoken
unexploited,undeveloped
speakable,utterable
inexpressible,unexpressible
indefinable,indescribable
indefinable,ineffable
indefinable,unspeakable
indefinable,untellable
indefinable,unutterable
extensile,extensible
protractile,protractible
protrusile,protrusible
nonextensile,inextensible
nonextensile,nonprotractile
digitate,fingerlike
erectile,cavernous
expandable,expandible
expandable,expansible
outermost,outmost
inmost,innermost
inmost,innermost
inner,interior
inner,internal
secret,private
keen-eyed,sharp-eyed
saucer-eyed,round-eyed
fair,just
antimonopoly,antitrust
clean,sporting
clean,sporty
clean,sportsmanlike
unfair,unjust
cheating,dirty
cheating,foul
cheating,unsporting
cheating,unsportsmanlike
equitable,just
honest,fair
inequitable,unjust
firm,loyal
firm,truehearted
firm,fast
punic,perfidious
punic,treacherous
adulterous,cheating
adulterous,two-timing
hard-core,hardcore
faithless,traitorous
faithless,unfaithful
faithless,treasonable
faithless,treasonous
insurgent,seditious
insurgent,subversive
recreant,renegade
erring,error-prone
undependable,unreliable
foolproof,unfailing
inerrable,inerrant
inerrable,unerring
long-familiar,well-known
strange,unknown
unacquainted,unacquainted_with
unacquainted,unfamiliar_with
strange,unusual
antic,fantastic
antic,fantastical
antic,grotesque
curious,funny
curious,odd
curious,peculiar
curious,queer
curious,rum
curious,rummy
curious,singular
eerie,eery
common,usual
fashionable,stylish
latest,a_la_mode
latest,in_style
latest,in_vogue
latest,modish
dapper,dashing
dapper,jaunty
dapper,natty
dapper,raffish
dapper,rakish
dapper,spiffy
dapper,snappy
dapper,spruce
faddish,faddy
groovy,swagger
up-to-date,cutting-edge
up-to-date,with-it
mod,modern
mod,modernistic
old-time,quaint
old-time,olde_worlde
swank,swanky
trendsetting,trend-setting
trendy,voguish
unfashionable,unstylish
antique,demode
antique,ex
antique,old-fashioned
antique,old-hat
antique,outmoded
antique,passe
antique,passee
dowdy,frumpy
dowdy,frumpish
fogyish,moss-grown
fogyish,mossy
fogyish,stick-in-the-mud
fogyish,stodgy
stylish,fashionable
chic,smart
chic,voguish
classy,posh
classy,swish
styleless,unstylish
blistering,hot
blistering,red-hot
fleet,swift
high-speed,high-velocity
hurrying,scurrying
immediate,prompt
immediate,quick
immediate,straightaway
instantaneous,instant
quick,speedy
rapid,speedy
dilatory,laggard
dilatory,poky
dilatory,pokey
long-play,long-playing
sluggish,sulky
choosy,choosey
dainty,nice
dainty,overnice
dainty,prissy
dainty,squeamish
finical,finicky
finical,fussy
finical,particular
finical,picky
pernickety,persnickety
old-maidish,old-womanish
fastidious,exacting
abdominous,paunchy
abdominous,potbellied
chubby,embonpoint
chubby,plump
buxom,zaftig
buxom,zoftig
corpulent,obese
corpulent,weighty
corpulent,rotund
double-chinned,jowly
double-chinned,loose-jowled
dumpy,podgy
dumpy,pudgy
dumpy,tubby
dumpy,roly-poly
fleshy,heavy
fleshy,overweight
gross,porcine
portly,stout
thin,lean
anorexic,anorectic
bony,cadaverous
bony,emaciated
bony,gaunt
bony,haggard
bony,pinched
bony,skeletal
bony,wasted
deep-eyed,hollow-eyed
deep-eyed,sunken-eyed
gangling,gangly
gangling,lanky
lank,spindly
reedy,reedlike
twiggy,twiglike
scraggy,boney
scraggy,scrawny
scraggy,skinny
scraggy,underweight
scraggy,weedy
shriveled,shrivelled
shriveled,shrunken
shriveled,withered
shriveled,wizen
shriveled,wizened
slender,slight
slender,slim
slender,svelte
slender-waisted,slim-waisted
slender-waisted,wasp-waisted
spare,trim
spindle-legged,spindle-shanked
stringy,wiry
wisplike,wispy
fatty,fat
greasy,oily
greasy,sebaceous
greasy,oleaginous
nonfat,fat-free
nonfat,fatless
light,lite
light,low-cal
light,calorie-free
skim,skimmed
deadly,deathly
deadly,mortal
deadly,lethal
fathomable,plumbable
fathomable,soundable
favorable,favourable
unfavorable,unfavourable
adverse,contrary
favorable,favourable
approving,affirmative
approving,approbative
approving,approbatory
approving,plausive
unfavorable,unfavourable
admonitory,admonishing
admonitory,reproachful
admonitory,reproving
adverse,inauspicious
adverse,untoward
discriminatory,invidious
featherlike,feathery
fledged,vaned
plumate,plumed
plumate,plumose
plumed,plumy
plumelike,plumy
unfeathered,featherless
unfledged,fledgeless
unfledged,unvaned
congratulatory,gratulatory
happy,well-chosen
awkward,clumsy
awkward,cumbersome
awkward,inapt
awkward,inept
awkward,ill-chosen
conceptive,impregnable
sterile,unfertile
sterile,infertile
sterilized,sterilised
unfertilized,unfertilised
unfertilized,unimpregnated
complete,concluded
complete,ended
complete,over
complete,all_over
complete,terminated
done,through
done,through_with
done_with,through_with
incomplete,uncompleted
dressed,polished
raw,unsanded
roughhewn,rough-cut
bounded,delimited
boundless,unbounded
boundless,limitless
dateless,endless
dateless,sempiternal
inexhaustible,unlimited
infinite,non-finite
beginning,first
inaugural,initiative
inaugural,initiatory
inaugural,first
inaugural,maiden
concluding,final
concluding,last
concluding,terminal
archetypal,archetypical
archetypal,prototypal
archetypal,prototypic
archetypal,prototypical
basic,introductory
firstborn,eldest
freshman,first-year
premier,premiere
premier,prime
senior,fourth-year
grey,gray
in-between,mediate
in-between,middle
junior,third-year
junior,next-to-last
penultimate,next-to-last
sophomore,second-year
fissionable,fissile
able,able-bodied
conditioned,in_condition
afflicted,impaired
apractic,apraxic
bandy,bandy-legged
bandy,bowed
bandy,bowleg
bandy,bowlegged
crippled,halt
crippled,halting
crippled,lame
crippled,gimpy
crippled,game
crookback,crookbacked
crookback,humped
crookback,humpbacked
crookback,hunchbacked
crookback,gibbous
crookback,kyphotic
disabled,handicapped
soft,flabby
soft,flaccid
dipped,lordotic
dipped,swayback
dipped,swaybacked
maimed,mutilated
suitable,suited
flexible,flexile
bendable,pliable
bendable,pliant
bendable,waxy
limber,supple
spinnable,spinnbar
rigid,stiff
limber,supple
negotiable,on_the_table
adamant,adamantine
adamant,inexorable
adamant,intransigent
die-hard,rock-ribbed
fossilized,fossilised
fossilized,ossified
ironclad,brassbound
uncompromising,sturdy
uncompromising,inflexible
hard-line,hardline
compromising,conciliatory
compromising,flexible
elastic,flexible
elastic,pliable
elastic,pliant
inflexible,rigid
inflexible,unbending
anatropous,inverted
curled,curling
crisp,frizzly
crisp,frizzy
crisp,kinky
crisp,nappy
swift-footed,fast-footed
web-footed,web-toed
apodal,apodous
pointy-toed,pointed-toe
square-toed,squared-toe
two-toed,two-toe
splayfooted,splayfoot
forehand,forehanded
backhand,backhanded
connatural,inborn
connatural,inbred
adopted,adoptive
foreign,strange
alien,exotic
established,naturalized
foreign-born,nonnative
unnaturalized,unnaturalised
autochthonal,autochthonic
autochthonal,autochthonous
autochthonal,endemic
autochthonal,indigenous
native,aboriginal
abroad,overseas
external,international
external,outside
home,interior
home,internal
home,national
haunting,persistent
kind,tolerant
revengeful,vindictive
revengeful,vengeful
ceremonious,conventional
dress,full-dress
full-dress,dress
nominal,titular
positive,prescribed
pro_forma,perfunctory
semiformal,semi-formal
semiformal,black-tie
starchy,stiff
starchy,buckram
casual,everyday
casual,daily
free-and-easy,casual
unceremonious,unceremonial
colloquial,conversational
common,vernacular
common,vulgar
epistolary,epistolatory
unliterary,nonliterary
felicitous,happy
good,well
heaven-sent,providential
heaven-sent,miraculous
black,calamitous
black,disastrous
black,fatal
black,fateful
dispossessed,homeless
dispossessed,roofless
hapless,miserable
hapless,misfortunate
hapless,pathetic
hapless,piteous
hapless,pitiable
hapless,pitiful
hapless,poor
hapless,wretched
doomed,ill-fated
doomed,ill-omened
doomed,ill-starred
doomed,unlucky
infelicitous,unhappy
regrettable,too_bad
aromatic,redolent
odoriferous,odorous
odoriferous,perfumed
odoriferous,scented
odoriferous,sweet
odoriferous,sweet-scented
odoriferous,sweet-smelling
perfumed,scented
malodorous,malodourous
malodorous,unpleasant-smelling
malodorous,ill-smelling
malodorous,stinky
fetid,foetid
fetid,foul
fetid,foul-smelling
fetid,funky
fetid,noisome
fetid,smelly
fetid,stinking
fetid,ill-scented
fusty,musty
fusty,frowsty
gamey,gamy
gamey,high
miasmic,mephitic
odoriferous,odorous
sour,rancid
musk-scented,musky-scented
redolent,smelling
strong-smelling,strong-scented
tansy-scented,tansy-smelling
odorless,odourless
odorless,inodorous
conjugate,conjugated
conjugate,conjugated
fast,firm
fast,immobile
detached,free
unfirm,unsteady
at_large,escaped
at_large,loose
at_large,on_the_loose
autonomous,independent
autonomous,self-governing
autonomous,sovereign
available,uncommitted
aweigh,atrip
emancipated,liberated
unconfined,unimprisoned
adscript,adscripted
apprenticed,articled
apprenticed,bound
apprenticed,indentured
at_bay,cornered
at_bay,trapped
at_bay,treed
captive,confined
captive,imprisoned
captive,jailed
nonautonomous,nonsovereign
free-soil,slaveless
free-soil,non-slave
prevailing,prevalent
prevailing,predominant
prevailing,dominant
prevailing,rife
regular,steady
good,undecomposed
good,unspoiled
good,unspoilt
strong,warm
bad,spoiled
bad,spoilt
flyblown,maggoty
limp,wilted
moldy,mouldy
moldy,musty
corrupt,tainted
aged,cured
candied,crystalized
candied,crystalised
candied,glace
canned,tinned
corned,cured
dried,dehydrated
dried,desiccated
flash-frozen,quick-frozen
flash-frozen,frozen
lyophilized,lyophilised
lyophilized,freeze-dried
salted,salt-cured
salted,brine-cured
smoked,smoke-cured
smoked,smoke-dried
sun-dried,sundried
fresh,sweet
brackish,briny
affable,amiable
affable,cordial
affable,genial
chummy,matey
chummy,pally
chummy,palsy-walsy
comradely,hail-fellow
comradely,hail-fellow-well-met
couthie,couthy
cozy,intimate
cozy,informal
neighborly,neighbourly
beetle-browed,scowling
unneighborly,unneighbourly
liquescent,melting
berried,baccate
berried,bacciferous
bountiful,plentiful
fat,fertile
fat,productive
fat,rich
generative,procreative
generative,reproductive
prolific,fertile
abortive,stillborn
abortive,unsuccessful
afloat,awash
afloat,flooded
afloat,inundated
afloat,overflowing
brimful,brimfull
brimful,brimming
chockablock,chock-full
chockablock,chockful
chockablock,choke-full
chockablock,chuck-full
chockablock,cram_full
congested,engorged
fraught,pregnant
glutted,overfull
heavy,weighed_down
instinct,replete
laden,loaded
laden,ladened
overladen,overloaded
untouched,untasted
bare,stripped
blank,clean
blank,white
glassy,glazed
looted,pillaged
looted,plundered
looted,ransacked
part-time,parttime
irregular,temporary
utilitarian,useful
cosmetic,decorative
cosmetic,ornamental
running,operative
running,functional
running,working
malfunctioning,nonfunctional
amiss,awry
amiss,haywire
amiss,wrong
bad,defective
lateen,lateen-rigged
equipped,equipt
accoutered,accoutred
armored,panoplied
transistorized,transistorised
fledged,mature
fledgling,fledgeling
full-fledged,fully_fledged
unfledged,immature
furnished,equipped
fitted_out,outfitted
stocked,stocked_with
well-appointed,well-found
coal-fired,coal-burning
wood-fired,wood-burning
nominative,nominal
back-geared,double-geared
engaged,meshed
engaged,intermeshed
broad,unspecific
general-purpose,all-purpose
limited,special
particular,peculiar
particular,special
particularized,particularised
cosmopolitan,widely_distributed
branchiate,gilled
abranchiate,abranchial
abranchiate,abranchious
abranchiate,gill-less
centralized,centralised
decentralized,decentralised
localized,localised
suburbanized,suburbanised
nontechnical,untechnical
benevolent,freehearted
big,bighearted
big,bounteous
big,bountiful
big,freehanded
big,handsome
big,giving
big,liberal
big,openhanded
lavish,munificent
lavish,overgenerous
lavish,too-generous
lavish,unsparing
lavish,unstinted
lavish,unstinting
stingy,ungenerous
beggarly,mean
cheap,chinchy
cheap,chintzy
cheeseparing,close
cheeseparing,near
cheeseparing,penny-pinching
cheeseparing,skinny
closefisted,hardfisted
closefisted,tightfisted
grudging,niggardly
grudging,scrimy
mean,mingy
mean,miserly
mean,tight
parsimonious,penurious
big,large
big,magnanimous
ungenerous,meanspirited
genuine,echt
authentic,bona_fide
authentic,unquestionable
authentic,veritable
attested,authenticated
attested,documented
good,honest
honest-to-god,honest-to-goodness
honest-to-god,old
honest-to-god,sure-enough
counterfeit,imitative
assumed,false
assumed,fictitious
assumed,fictive
assumed,pretended
assumed,put_on
assumed,sham
bad,forged
bogus,fake
bogus,phony
bogus,phoney
bogus,bastard
inauthentic,unauthentic
inauthentic,spurious
ostensible,ostensive
talented,gifted
untalented,talentless
glazed,shiny
glassy,vitreous
glassy,vitrified
glossy,calendered
glazed,glassed
unglazed,glassless
celebrated,historied
celebrated,storied
divine,elysian
divine,inspired
empyreal,empyrean
empyreal,sublime
obscure,unknown
obscure,unsung
a-ok,a-okay
bang-up,bully
bang-up,corking
bang-up,cracking
bang-up,dandy
bang-up,great
bang-up,groovy
bang-up,keen
bang-up,neat
bang-up,nifty
bang-up,not_bad
bang-up,peachy
bang-up,slap-up
bang-up,swell
bang-up,smashing
satisfactory,acceptable
well-behaved,well_behaved
atrocious,abominable
atrocious,awful
atrocious,dreadful
atrocious,painful
atrocious,terrible
atrocious,unspeakable
corked,corky
deplorable,distressing
deplorable,lamentable
deplorable,pitiful
deplorable,sad
deplorable,sorry
fearful,frightful
hard,tough
icky,crappy
icky,lousy
icky,rotten
icky,shitty
icky,stinking
icky,stinky
incompetent,unskilled
rubber,no-good
unfavorable,unfavourable
angelic,angelical
angelic,beatific
angelic,saintlike
angelic,saintly
angelic,sainted
redemptive,redeeming
redemptive,saving
atrocious,flagitious
atrocious,grievous
atrocious,monstrous
black,dark
black,sinister
corruptive,perversive
corruptive,pestiferous
demonic,diabolic
demonic,diabolical
demonic,fiendish
demonic,hellish
demonic,infernal
demonic,satanic
demonic,unholy
despicable,ugly
despicable,vile
despicable,slimy
despicable,unworthy
despicable,worthless
despicable,wretched
devilish,diabolic
devilish,diabolical
devilish,mephistophelian
devilish,mephistophelean
amiable,good-humored
amiable,good-humoured
equable,even-tempered
equable,good-tempered
equable,placid
atrabilious,bilious
atrabilious,dyspeptic
atrabilious,liverish
bristly,prickly
bristly,splenetic
bristly,waspish
cantankerous,crotchety
cantankerous,ornery
choleric,irascible
choleric,hotheaded
choleric,hot-tempered
choleric,quick-tempered
choleric,short-tempered
crabbed,crabby
crabbed,cross
crabbed,fussy
crabbed,grouchy
crabbed,grumpy
crabbed,bad-tempered
crabbed,ill-tempered
cranky,fractious
cranky,irritable
cranky,nettlesome
cranky,peevish
cranky,peckish
cranky,pettish
cranky,petulant
cranky,scratchy
cranky,testy
cranky,tetchy
cranky,techy
crusty,curmudgeonly
crusty,gruff
crusty,ill-humored
crusty,ill-humoured
dark,dour
dark,glowering
dark,glum
dark,moody
dark,morose
dark,saturnine
dark,sour
dark,sullen
huffish,sulky
misanthropic,misanthropical
misogynous,misogynistic
shirty,snorty
shrewish,nagging
snappish,snappy
spoiled,spoilt
surly,ugly
vinegary,vinegarish
fluent,fluid
fluent,liquid
fluent,smooth
gracile,willowy
lissome,lissom
lissome,lithe
lissome,lithesome
lissome,slender
lissome,supple
lissome,svelte
lissome,sylphlike
gawky,clumsy
gawky,clunky
gawky,ungainly
gawky,unwieldy
graceless,ungraceful
labored,laboured
labored,strained
elegant,graceful
elegant,refined
graceless,unpleasing
bit-by-bit,in_small_stages
bit-by-bit,piecemeal
bit-by-bit,step-by-step
bit-by-bit,stepwise
gradational,gradatory
gradational,graduated
choppy,jerky
easy,gentle
abrupt,precipitous
abrupt,sharp
bluff,bold
bluff,sheer
grammatical,well-formed
ungrammatical,ill-formed
grateful,thankful
ungrateful,thankless
ungrateful,unthankful
haploid,haploidic
haploid,monoploid
golden,halcyon
golden,prosperous
laughing,riant
miserable,suffering
miserable,wretched
regretful,sorry
regretful,bad
unregretful,unregretting
corneous,hornlike
corneous,horny
tumid,erect
firm,solid
granitic,granitelike
granitic,rocklike
granitic,stony
hardened,set
petrous,stonelike
brushed,fleecy
brushed,napped
compressible,squeezable
cushioned,cushiony
cushioned,padded
demulcent,emollient
demulcent,salving
demulcent,softening
downy,downlike
downy,flossy
downy,fluffy
flocculent,woolly
flocculent,wooly
softish,semisoft
spongy,squashy
spongy,squishy
spongy,spongelike
velvet,velvety
calculating,calculative
calculating,conniving
calculating,scheming
calculating,shrewd
case-hardened,hardened
case-hardened,hard-boiled
fricative,continuant
fricative,sibilant
fricative,spirant
fricative,strident
palatal,palatalized
palatal,palatalised
hard,concentrated
soft,diffuse
soft,diffused
hardhearted,heartless
flinty,flint
flinty,granitic
flinty,obdurate
flinty,stony
softhearted,soft-boiled
hard,strong
intoxicant,intoxicating
spirituous,spiritous
innocent,innocuous
deleterious,hurtful
deleterious,injurious
calumniatory,calumnious
calumniatory,defamatory
calumniatory,denigrative
calumniatory,denigrating
calumniatory,denigratory
calumniatory,libellous
calumniatory,libelous
calumniatory,slanderous
catastrophic,ruinous
damaging,detrimental
damaging,prejudicial
damaging,prejudicious
insidious,pernicious
insidious,subtle
stabbing,wounding
consonant,harmonic
consonant,harmonical
consonant,harmonized
consonant,harmonised
harmonic,sympathetic
on-key,true
symphonic,symphonious
inharmonious,unharmonious
discordant,disharmonious
discordant,dissonant
discordant,inharmonic
false,off-key
false,sour
unresolved,dissonant
anthelmintic,anthelminthic
anthelmintic,helminthic
anthelmintic,parasiticidal
antimicrobial,antimicrobic
carminative,flatus-relieving
cathartic,psychotherapeutic
curative,healing
curative,alterative
curative,remedial
curative,sanative
curative,therapeutic
good,salutary
medicative,medicinal
preventive,preventative
preventive,prophylactic
recuperative,restorative
crippling,disabling
crippling,incapacitating
infective,morbific
infective,pathogenic
unmedicinal,unmedicative
unmedicinal,unmedical
unmedicinal,nonmedicinal
surgical,operative
flushed,rose-cheeked
flushed,rosy
flushed,rosy-cheeked
good,sound
hale,whole
hearty,full-blooded
hearty,lusty
hearty,red-blooded
rubicund,ruddy
rubicund,florid
rubicund,sanguine
arthritic,creaky
arthritic,rheumatic
arthritic,rheumatoid
arthritic,rheumy
asthmatic,wheezing
asthmatic,wheezy
bad,unfit
bad,unsound
blebby,blistery
puffy,intumescent
puffy,tumescent
puffy,tumid
puffy,turgid
cankerous,ulcerated
cankerous,ulcerous
carbuncled,carbuncular
colicky,flatulent
colicky,gassy
diseased,morbid
diseased,pathologic
diseased,pathological
edematous,dropsical
foaming,foamy
foaming,frothing
gangrenous,mortified
ingrowing,ingrown
jaundiced,icteric
jaundiced,yellow
membranous,membrane-forming
proinflammatory,pro-inflammatory
sallow,sickly
sunburned,sunburnt
windburned,windburnt
ambrosial,ambrosian
celestial,ethereal
celestial,supernal
divine,godly
divine,godlike
paradisiacal,paradisiac
paradisiacal,paradisaical
paradisiacal,paradisaic
paradisiacal,paradisal
providential,divine
translunar,translunary
translunar,superlunar
translunar,superlunary
mundane,terrene
sublunar,sublunary
sublunar,terrestrial
beheaded,decapitated
doughy,soggy
buoyant,floaty
burdensome,onerous
burdensome,taxing
distressing,distressful
distressing,disturbing
distressing,perturbing
distressing,troubling
distressing,worrisome
distressing,worrying
leaden,weighted
fooling,casual
easy,gentle
easy,soft
light,lightsome
light,tripping
heavy,lumbering
heavy,ponderous
light-armed,lightly-armed
heedless,unheeding
careless,regardless
deaf,indifferent
heedful,attentive
heedful,thoughtful
heedful,paying_attention
sanctionative,sanctioning
disabling,disqualifying
implemental,instrumental
implemental,subservient
laborsaving,laboursaving
reformative,reformatory
stabilizing,stabilising
heterogeneous,heterogenous
assorted,miscellaneous
assorted,mixed
assorted,motley
assorted,sundry
inhomogeneous,nonuniform
homogeneous,homogenous
consistent,uniform
solid,self-colored
solid,self-coloured
homogenized,homogenised
gay,queer
gay,homophile
lesbian,sapphic
pederastic,paederastic
transgender,transgendered
transvestic,transvestite
hierarchical,hierarchal
hierarchical,hierarchic
class-conscious,stratified
graded,ranked
graded,stratified
nonhierarchical,nonhierarchic
ungraded,unordered
ungraded,unranked
commanding,dominating
commanding,overlooking
eminent,lofty
eminent,soaring
eminent,towering
high-level,high-altitude
high-stepped,high-stepping
high-top,high-topped
low-growing,flat-growing
low-growing,ground-hugging
low-level,low-altitude
lowset,low-set
nether,under
squat,underslung
upraised,lifted
high-tech,hi-tech
advanced,sophisticated
decollete,low-cut
decollete,low-necked
broad,full
graduate,postgraduate
last,utmost
debased,devalued
debased,degraded
depressed,down
reduced,rock-bottom
